"complaint_id","complaint_text","complaint_date","complaint_source","complaint_language","customer_id","customer_type","city","state","product_category","product_name","payment_method","refund_requested","refund_status","delivery_partner","delivery_delay_days","complaint_status","first_response_time_minutes","resolution_time_hours","escalation_required","customer_feedback_rating","device_type","app_version","previous_complaints_count"
"CMP-2023-000298","Nobody from service team is responding. Emails bouncing. Phone numbers not working. Is Carrier shutting down?","2024-04-01 02:52:00","Dealer","Hinglish","CUST-42353","Mall Operator","Agra","Uttar Pradesh","Refrigeration","Screw Compressor Rack SR-50","Cash","No","Not Requested","Blue Dart","0","Closed","5","336","No","4","Laptop","2.9.8","1"
"CMP-2024-000299","Technician was very rude on phone. We are a paying customer. This behavior is not acceptable.","2023-09-03 05:17:00","SMS","Hinglish","CUST-48258","Office Admin","Hubballi","Karnataka","Light Commercial","Floor Standing 42NQ","Cheque","No","Not Requested","DTDC","20","In Progress","30","6","Yes","4","Laptop","5.0.0","1"
"CMP-2024-000300","Installation scheduled 4 times. Cancelled 4 times by Carrier. We are a hospital. Patients are suffering. Please treat this as highest priority. Highly disappointed.","2024-02-11 01:00:00","Mobile App","English","CUST-27888","Facility Team","Tiruchirappalli","Tamil Nadu","Refrigeration","Screw Compressor Rack SR-50","Cash","Yes","Pending","Rivigo","7","Re-opened","15","504","No","4","iPad","3.3.5","1"
"CMP-2023-000301","Your customer care puts me on hold for 20+ minutes and then disconnects. This has happened 5 times now. This is absolutely ridiculous!!!","2023-06-07 14:22:00","WhatsApp","English","CUST-14514","Educational Institution","Indore","Madhya Pradesh","Refrigeration","Supermarket Ref SMR-Island","Credit Card","No","Not Requested","Rivigo","1","Pending Parts","15","72","No","1","Tablet","3.1.0","0"
"CMP-2024-000302","We paid full amount in advance for installation. 3 weeks passed, no installation team. This is beyond frustrating. Will share on social media if no action.","2025-04-20 06:43:00","SMS","English","CUST-38910","Hotel","Tiruchirappalli","Tamil Nadu","Light Commercial","Ducted 40MAQ","Credit Card","No","Not Requested","Rivigo","1","Pending Customer","90","0","No","3","Tablet","4.0.0","2"
"CMP-2024-000303","Unit delivered with dents on the casing. Outer packaging also damaged. Looks like it was mishandled during transit. Will share on social media if no action.","2023-01-13 12:13:00","Service Center","English","CUST-18652","HVAC Contractor","Madurai","Tamil Nadu","Air Purifiers","Klarwind KW-500","Debit Card","No","Not Requested","FedEx","12","Re-opened","12","168","Yes","5","iPhone","4.1.2","0"
"CMP-2025-000304","High electricity consumption despite energy saving mode being on. Something is wrong with the inverter control. Please don't just close the ticket without solving the issue.","2024-01-27 16:40:00","Web Portal","Hinglish","CUST-87000","Supermarket","Thane","Maharashtra","Commercial","Air Handler AHU-5000","NEFT","No","Not Requested","FedEx","7","In Progress","8","8","No","2","Desktop","4.0.0","1"
"CMP-2024-000305","Installation was scheduled for 3rd May. Today is 12th May. No one has come. No call. No update. Is this how Carrier treats commercial customers? Need resolution within 24 hours.","2025-03-21 13:41:00","Mobile App","Telugu","CUST-13105","Restaurant Owner","Noida","Uttar Pradesh","Air Purifiers","Air One AO-100","UPI","No","Not Requested","Rivigo","0","Escalated","60","72","No","3","Tablet","4.3.1","0"
"CMP-2024-000306","App update 5.1.3 broke everything. Before update all features worked fine. Please rollback or fix.","2023-04-04 05:37:00","Social Media","English","CUST-40973","Mall Operator","Kolkata","West Bengal","Refrigeration","Supermarket Ref SMR-Island","Cash","Yes","Approved","Ekart","7","Pending Parts","20","48","No","4","Desktop","2.9.8","1"
"CMP-2025-000307","Installation team came, looked at the site, and left saying they need special equipment. No one has returned since. 10 days now. Third time raising this complaint.","2024-06-01 19:47:00","Dealer","Kannada","CUST-30431","IT Park","Delhi","Delhi","Refrigeration","Screw Compressor Rack SR-20","Debit Card","Yes","Under Review","Rivigo","2","Resolved","45","168","No","4","Laptop","4.1.2","6"
"CMP-2025-000308","Chat support is completely useless. Gives only scripted responses. Cannot escalate from chat. Very bad experience.","2024-05-27 23:46:00","Walk-in","Hinglish","CUST-63025","Pharma Company","Meerut","Uttar Pradesh","Air Purifiers","Air One AO-200","Cash","Yes","Partially Processed","Shadowfax","0","Pending Parts","8","6","No","5","iPhone","4.0.0","0"
"CMP-2024-000309","Temperature probe giving wrong readings. Actual temp -5C but display shows -20C. How can we trust this system?","2025-04-12 11:40:00","SMS","English","CUST-97251","Hospital","Visakhapatnam","Andhra Pradesh","Refrigeration","Supermarket Ref SMR-MultiDeck","Net Banking","Yes","Approved","Shadowfax","3","Open","12","4","No","1","Laptop","5.2.1","0"
"CMP-2025-000310","Our factory expansion was delayed because Carrier could not install the HVAC on time. We are losing lakhs daily. Where is the accountability? 😡 Very frustrated.","2025-01-21 13:48:00","Phone","English","CUST-93385","Bank Branch","Bhubaneswar","Odisha","Air Purifiers","Klarwind KW-300","NEFT","No","Not Requested","Ekart","25","Closed","5","12","No","2","Android Phone","3.2.1","0"
"CMP-2025-000311","Unit delivered without accessories. Remote, drain pipes, all missing. Had to chase dealer for 1 week. Highly disappointed.","2024-05-13 05:32:00","Phone","English","CUST-84329","Industrial Facility","Kanpur","Uttar Pradesh","Light Commercial","Cassette 42UFC","Net Banking","No","Not Requested","Amazon Logistics","30","Re-opened","5","48","Yes","2","Android Phone","4.1.2","0"
"CMP-2024-000312","Pani tapat raha hai AC se. Below mein customer seating area hai. Please immediately send someone.","2023-03-04 08:48:00","Email","Hindi","CUST-86342","Warehouse Operator","Ahmedabad","Gujarat","Light Commercial","Cassette 42UFC","Cheque","No","Not Requested","Rivigo","10","Re-opened","360","96","Yes","2","Desktop","4.2.0","4"
"CMP-2024-000313","Service engineer came without tools. Wasted our time. Came again next day with wrong parts. Still not fixed. Please don't just close the ticket without solving the issue.","2024-12-16 12:46:00","WhatsApp","English","CUST-88893","Hotel","Ghaziabad","Uttar Pradesh","Air Purifiers","OptiClean OC-800","UPI","Yes","Processed","Shadowfax","0","Pending Parts","10","24","Yes","4","Android Phone","2.8.5","5"
"CMP-2023-000314","High electricity consumption despite energy saving mode being on. Something is wrong with the inverter control. Under warranty. Do not charge us.","2024-11-05 22:57:00","Phone","Tamil","CUST-60444","Maintenance Manager","Kota","Rajasthan","Light Commercial","Ducted 40MAQ","EMI","No","Not Requested","Rivigo","0","Resolved","360","4","No","4","iPad","5.0.0","1"
"CMP-2024-000315","Water leak from ceiling mounted cassette unit. Staining the false ceiling and dripping on expensive equipment below.","2023-06-14 10:57:00","Dealer","Kannada","CUST-46747","Restaurant Owner","Noida","Uttar Pradesh","Air Purifiers","OptiClean OC-800","Cash","No","Not Requested","DTDC","2","Re-opened","10","168","No","3","Tablet","2.9.8","0"
"CMP-2025-000316","High electricity consumption despite energy saving mode being on. Something is wrong with the inverter control.","2023-04-25 02:21:00","Chat Support","English","CUST-25218","Bank Branch","Nashik","Maharashtra","Light Commercial","Carrier VRF X Power 40VYX","Cheque","No","Not Requested","Blue Dart","12","Open","1440","0","No","1","Laptop","4.2.0","5"
"CMP-2025-000317","EcoAdvance controller crashing randomly. Display goes blank. Restarts after 10-15 mins. Very disruptive for our hotel operations. Will share on social media if no action.","2023-05-29 09:53:00","Web Portal","Hinglish","CUST-99126","Food Processing Unit","Lucknow","Uttar Pradesh","Air Purifiers","Klarwind KW-300","Credit Card","No","Not Requested","Carrier Own Fleet","12","In Progress","45","168","Yes","2","Windows Tablet","4.0.0","0"
"CMP-2024-000318","Due to cold room failure, Rs 8 lakh worth of vegetables spoiled overnight. Who will compensate? Unit is under AMC. 😡 Very frustrated.","2025-04-14 21:58:00","WhatsApp","English","CUST-81819","Cold Storage Operator","Agra","Uttar Pradesh","Refrigeration","Supermarket Ref SMR-MultiDeck","Cash","Yes","Processed","FedEx","0","Closed","60","168","No","4","Laptop","3.2.1","1"
"CMP-2024-000319","This is the 6th breakdown in 8 months. Every time technician comes, 'fixes' it, and within 2 weeks same problem returns. ENOUGH.","2023-08-03 06:51:00","Web Portal","Telugu","CUST-95359","Supermarket","Nashik","Maharashtra","Commercial","Fan Coil Unit FCU-200","Cheque","No","Not Requested","XpressBees","3","Open","12","120","No","2","Android Phone","3.2.1","0"
"CMP-2025-000320","Current draw is 18A against rated 12A. Motor or capacitor issue suspected. Please send service team. Under warranty. Do not charge us.","2023-11-06 22:38:00","WhatsApp","Hindi","CUST-59200","Office Admin","Bhubaneswar","Odisha","Refrigeration","Supermarket Ref SMR-MultiDeck","Cheque","Yes","Partially Processed","XpressBees","0","Pending Customer","5","6","Yes","1","Android Phone","5.0.0","0"
"CMP-2023-000321","Cooling inconsistent since installation 3 months ago. Raised ticket twice before. Still same issue. Under warranty. Do not charge us.","2024-10-22 22:27:00","Mobile App","Hinglish","CUST-26414","Hotel","Vadodara","Gujarat","Commercial","Controls i-Vu Open","Net Banking","No","Not Requested","Blue Dart","25","Re-opened","10","0","No","5","Tablet","5.2.1","0"
"CMP-2023-000322","Condensate drain is blocked. Water overflowing inside the unit and dropping on floor. Health hazard.","2024-08-11 06:41:00","WhatsApp","English","CUST-83727","HVAC Contractor","Ranchi","Jharkhand","Commercial","Air Handler AHU-5000","Debit Card","No","Not Requested","Amazon Logistics","20","Resolved","240","72","Yes","3","Desktop","3.1.0","0"
"CMP-2024-000323","Spare part availability is very poor for older models. Our unit is only 4 years old and parts are already out of stock?? Need resolution within 24 hours.","2023-08-03 22:06:00","SMS","English","CUST-41077","Warehouse Operator","Nagpur","Maharashtra","Light Commercial","Carrier VRF X Power 38VYX","UPI","No","Not Requested","Shadowfax","2","Escalated","1440","120","No","2","Windows Tablet","2.9.8","0"
"CMP-2023-000324","PCB board ordered. Was told 7-10 days delivery. Today is day 21. No update from anyone.","2024-07-02 06:04:00","SMS","Tamil","CUST-45310","Industrial Facility","Vijayawada","Andhra Pradesh","Air Purifiers","OptiClean OC-400","EMI","No","Not Requested","Delhivery","30","Resolved","90","240","No","1","Tablet","4.0.0","0"
"CMP-2024-000325","The drain pan is overflowing. Unit installed 6 months ago and this is the 3rd time this is happening. Poor installation quality suspected. This is absolutely ridiculous!!!","2023-05-30 07:17:00","Email","English","CUST-59434","Restaurant Owner","Faridabad","Haryana","Commercial","Air Handler AHU-5000","Net Banking","No","Not Requested","Amazon Logistics","0","In Progress","480","120","No","5","iPad","4.1.2","2"
"CMP-2024-000326","Your customer care puts me on hold for 20+ minutes and then disconnects. This has happened 5 times now. We have a big client visit next week. Please prioritize.","2024-05-03 18:08:00","Mobile App","English","CUST-77314","Hospital","Tiruchirappalli","Tamil Nadu","Light Commercial","Ducted 40MAQ","Cheque","No","Not Requested","Amazon Logistics","0","Pending Customer","15","36","No","1","Laptop","5.2.1","1"
"CMP-2023-000327","Emergency call under AMC. Was told 'our team will come today'. No one came. Called again next day. Same promise. Third day still waiting.","2023-11-09 13:49:00","Walk-in","English","CUST-93188","Office Admin","Hyderabad","Telangana","Light Commercial","Cassette 42UFS","Net Banking","No","Not Requested","Blue Dart","0","Closed","720","504","No","1","Laptop","2.8.5","0"
"CMP-2025-000328","Scheduling feature on the controller stopped working after firmware update. Timings are not being followed.","2025-01-01 13:44:00","Social Media","Telugu","CUST-55227","Restaurant Owner","Gurugram","Haryana","Commercial","Controls EcoAdvance","Net Banking","No","Not Requested","Rivigo","7","Resolved","10","120","No","2","Tablet","4.2.0","0"
"CMP-2024-000329","Warranty document says 5 years comprehensive. Your service team is claiming 1 year. Please clarify and honour the warranty. 😡 Very frustrated.","2024-05-09 09:16:00","Web Portal","English","CUST-92729","Bank Branch","Meerut","Uttar Pradesh","Light Commercial","Carrier VRF X Power 38VYX","EMI","Yes","Processed","Shadowfax","0","Open","120","1","Yes","1","Desktop","4.1.2","5"
"CMP-2023-000330","AC chalta hai lekin thanda nahi karta bilkul bhi. Service wale bol rahe hain gas bharo, lekin pehle bhi 2 mahine mein bhara tha. Kya yahi quality hai Carrier ki?","2024-06-25 16:57:00","WhatsApp","English","CUST-26232","IT Park","Mumbai","Maharashtra","Light Commercial","Carrier VRF X Power 38VYX","UPI","No","Not Requested","FedEx","20","Closed","120","240","No","4","iPad","4.1.2","0"
"CMP-2024-000331","AMC renewal done but service schedule not shared. Who is my assigned service engineer? No one tells me. 😡 Very frustrated.","2023-02-11 04:25:00","Dealer","Telugu","CUST-53412","Warehouse Operator","Surat","Gujarat","Light Commercial","Floor Standing 42NQ","NEFT","Yes","Processed","Mahindra Logistics","2","Re-opened","60","72","No","2","Desktop","4.3.1","0"
"CMP-2025-000332","Freezer unit stopped working last night. Fish stock worth Rs 3 lakh completely spoiled. Carrier will be held responsible. Escalating to consumer forum if not resolved by tomorrow.","2023-02-23 21:53:00","Walk-in","English","CUST-88261","Supermarket","Varanasi","Uttar Pradesh","Refrigeration","Inverter Condensing Unit ICU-5","NEFT","No","Not Requested","DTDC","30","Escalated","2880","8","No","3","iPhone","4.0.0","2"
"CMP-2023-000333","Refund pending since 3 weeks. Very disappointing experience. Will not recommend Carrier to anyone. Highly disappointed.","2024-08-28 20:40:00","WhatsApp","English","CUST-25789","Hospital","Meerut","Uttar Pradesh","Commercial","Chiller 30XW-V","UPI","No","Not Requested","FedEx","0","Escalated","10","2","No","2","Tablet","4.1.2","2"
"CMP-2023-000334","High electricity consumption despite energy saving mode being on. Something is wrong with the inverter control. Complaint ID from last time: 70860414","2023-10-15 11:45:00","Dealer","English","CUST-51922","Warehouse Operator","Kanpur","Uttar Pradesh","Commercial","Air Handler AHU-3000","Credit Card","No","Not Requested","Carrier Own Fleet","5","Closed","360","48","Yes","2","Laptop","3.3.5","2"
"CMP-2024-000335","Evaporator icing up completely within 6 hours. Has to be manually defrosted. Happened every day this week. Complaint ID from last time: 41108255","2025-01-30 18:33:00","Chat Support","English","CUST-41228","HVAC Contractor","Indore","Madhya Pradesh","Refrigeration","Modular Cold Room MCR-25","Debit Card","No","Not Requested","XpressBees","1","Open","1440","24","No","3","iPhone","5.2.1","1"
"CMP-2023-000336","Yaar gas toh phir se leak ho gayi. Teen mahine mein teesri baar. Yeh kab tak chalega?","2023-07-16 13:35:00","Mobile App","Kannada","CUST-83445","Commercial Building Operator","Nashik","Maharashtra","Refrigeration","Supermarket Ref SMR-MultiDeck","Debit Card","No","Not Requested","DTDC","0","Pending Parts","480","0","No","1","iPhone","2.9.8","2"
"CMP-2025-000337","Controller touchscreen unresponsive. Had to manually switch off from breaker. Need replacement.","2023-06-19 14:48:00","Social Media","English","CUST-83727","Cold Storage Operator","Meerut","Uttar Pradesh","Air Purifiers","Klarwind KW-300","Net Banking","Yes","Approved","Shadowfax","5","Open","60","0","No","3","Windows Tablet","5.2.1","0"
"CMP-2024-000338","Vibration from the compressor unit is shaking the entire wall. Noise level measured at 78 dB. Far above spec. Escalating to consumer forum if not resolved by tomorrow.","2023-10-26 01:40:00","WhatsApp","English","CUST-27428","HVAC Contractor","Chennai","Tamil Nadu","Light Commercial","Ducted 40RUQ","EMI","Yes","Pending","XpressBees","20","Pending Customer","90","4","No","4","Desktop","5.2.1","1"
"CMP-2024-000339","Support team gave me wrong information. Said parts available, technician confirmed they are not. Someone is lying.","2024-07-04 21:55:00","Chat Support","English","CUST-60067","HVAC Contractor","Tirupur","Tamil Nadu","Light Commercial","Floor Standing 42NQ","UPI","Yes","Rejected","Ekart","25","Resolved","300","36","No","2","Desktop","3.3.5","0"
"CMP-2023-000340","Warranty claim rejected citing 'improper installation'. But installation was done by your own authorized dealer. Who is responsible?","2023-11-14 05:56:00","WhatsApp","English","CUST-89668","Industrial Facility","Hyderabad","Telangana","Light Commercial","Cassette 42UFS","Cheque","No","Not Requested","Mahindra Logistics","25","In Progress","20","0","No","1","Tablet","3.2.1","6"
"CMP-2024-000341","Cooling has been erratic since last 4 days. Some zones are ice cold, others are like a furnace. Have called support 3 times but no resolution.","2025-03-22 00:50:00","Phone","Hinglish","CUST-54353","Office Admin","Nagpur","Maharashtra","Light Commercial","Floor Standing 42NQ","Purchase Order","No","Not Requested","Delhivery","12","Pending Customer","360","8","No","1","Tablet","5.2.1","2"
"CMP-2025-000342","Waiting for spare parts for 35 days. Technician has identified fault. Parts stuck in warehouse apparently. No timeline given.","2023-01-02 07:01:00","Web Portal","English","CUST-60512","Hospital","Ludhiana","Punjab","Air Purifiers","Klarwind KW-300","Cheque","No","Not Requested","DTDC","0","Resolved","12","36","Yes","4","Desktop","3.2.1","4"
"CMP-2023-000343","Cold room temperature fluctuating between -2C and +8C. We store frozen products. This is a serious food safety risk. Please resolve on priority.","2024-11-26 13:09:00","SMS","Hindi","CUST-49526","Data Centre","Kochi","Kerala","Air Purifiers","Klarwind KW-500","NEFT","No","Not Requested","XpressBees","20","Closed","60","168","No","1","iPad","3.1.0","1"
"CMP-2025-000344","Controller touchscreen unresponsive. Had to manually switch off from breaker. Need replacement. This is absolutely ridiculous!!!","2023-05-29 02:20:00","WhatsApp","English","CUST-60465","Commercial Building Operator","Vadodara","Gujarat","Refrigeration","Screw Compressor Rack SR-20","Cash","No","Not Requested","FedEx","15","Resolved","60","24","No","1","Laptop","5.1.3","0"
"CMP-2025-000345","Spare part availability is very poor for older models. Our unit is only 4 years old and parts are already out of stock?? Escalating to consumer forum if not resolved by tomorrow.","2024-12-20 02:15:00","Walk-in","English","CUST-36644","Supermarket","Nashik","Maharashtra","Refrigeration","Condensing Unit CR-5HP","Debit Card","Yes","Rejected","Carrier Own Fleet","2","Closed","300","8","No","4","Laptop","4.0.0","1"
"CMP-2023-000346","The compressor unit started vibrating heavily last evening. We had to shut it down manually. Need urgent repair.","2024-05-03 19:55:00","WhatsApp","English","CUST-29252","Commercial Building Operator","Lucknow","Uttar Pradesh","Commercial","Fan Coil Unit FCU-400","Debit Card","Yes","Under Review","FedEx","2","Resolved","360","8","No","3","Windows Tablet","4.1.2","0"
"CMP-2024-000347","High electricity consumption despite energy saving mode being on. Something is wrong with the inverter control. Need resolution within 24 hours.","2023-06-14 00:25:00","Dealer","Hindi","CUST-69545","Educational Institution","Vijayawada","Andhra Pradesh","Air Purifiers","OptiClean OC-400","EMI","Yes","Partially Processed","Ekart","30","Resolved","45","4","Yes","1","iPhone","5.2.1","1"
"CMP-2024-000348","Your customer care puts me on hold for 20+ minutes and then disconnects. This has happened 5 times now. Will share on social media if no action.","2024-10-30 20:25:00","Dealer","English","CUST-17165","Commercial Building Operator","Madurai","Tamil Nadu","Refrigeration","Condensing Unit CR-10HP","NEFT","Yes","Pending","DTDC","20","Pending Customer","5","36","No","2","Tablet","3.2.1","0"
"CMP-2023-000349","Your customer care puts me on hold for 20+ minutes and then disconnects. This has happened 5 times now.","2024-07-31 15:02:00","Email","English","CUST-22217","Maintenance Manager","Mumbai","Maharashtra","Air Purifiers","Air One AO-100","Cheque","No","Not Requested","Ekart","15","Pending Parts","20","120","No","2","Desktop","4.3.1","0"
"CMP-2023-000350","Outdoor unit is extremely hot to touch. Fan seems to be running slowly. Is this a condenser issue?","2024-11-29 14:05:00","SMS","English","CUST-40352","Industrial Facility","Mysuru","Karnataka","Light Commercial","Ducted 40MAQ","EMI","No","Not Requested","Shadowfax","1","Pending Customer","300","8","No","4","Desktop","2.9.8","0"
"CMP-2023-000351","Freezer unit stopped working last night. Fish stock worth Rs 3 lakh completely spoiled. Carrier will be held responsible.","2023-05-27 09:35:00","Phone","Hinglish","CUST-22335","Food Processing Unit","Vadodara","Gujarat","Light Commercial","Carrier VRF X Power 38VYX","Net Banking","Yes","Rejected","Shadowfax","20","Pending Customer","10","4","No","1","Desktop","5.0.0","2"
"CMP-2024-000352","Outdoor unit installed at wrong orientation. Drainage blocked. Technician confirmed faulty installation but blaming us.","2024-03-27 11:32:00","Chat Support","English","CUST-58979","Office Admin","Mysuru","Karnataka","Refrigeration","Evaporator Unit EU-3000","Cash","Yes","Partially Processed","Blue Dart","0","Escalated","15","0","Yes","2","iPad","3.2.1","3"
"CMP-2024-000353","Login OTP not coming. Tried 3 times. Customer care line is always busy. App is useless. Please don't just close the ticket without solving the issue.","2024-10-19 17:57:00","Service Center","English","CUST-21248","Retail Store","Noida","Uttar Pradesh","Commercial","Heat Pump 30RQV","Cheque","No","Not Requested","FedEx","15","In Progress","90","96","Yes","2","iPhone","5.2.1","0"
"CMP-2023-000354","Partial refund received but deducted 20% without any explanation. No one is telling me why. I want full refund.","2024-09-07 12:03:00","Walk-in","English","CUST-72050","Industrial Facility","Chennai","Tamil Nadu","Light Commercial","Cassette 42UFC","Cheque","Yes","Rejected","XpressBees","3","In Progress","15","4","No","1","Android Phone","4.1.2","1"
"CMP-2024-000355","Outdoor unit is extremely hot to touch. Fan seems to be running slowly. Is this a condenser issue? Highly disappointed.","2023-12-24 13:30:00","Service Center","Hinglish","CUST-31061","Pharma Company","Ludhiana","Punjab","Refrigeration","Modular Cold Room MCR-10","EMI","No","Not Requested","Ekart","0","Resolved","90","72","No","4","Android Phone","3.3.5","1"
"CMP-2023-000356","Compressor failure within 18 months. Manufacturer warranty should cover this. Do not send me to dealer. Carrier must take responsibility.","2023-02-07 06:47:00","Web Portal","English","CUST-81576","Retail Store","Kota","Rajasthan","Refrigeration","Condensing Unit CR-10HP","RTGS","No","Not Requested","Ekart","0","Pending Customer","120","120","Yes","4","Desktop","5.1.3","0"
"CMP-2025-000357","Warranty document says 5 years comprehensive. Your service team is claiming 1 year. Please clarify and honour the warranty.","2023-06-30 14:27:00","Walk-in","English","CUST-82450","Data Centre","Surat","Gujarat","Refrigeration","Screw Compressor Rack SR-20","NEFT","No","Not Requested","XpressBees","30","Closed","15","48","No","2","Android Phone","3.2.1","0"
"CMP-2025-000358","Cooling inconsistent since installation 3 months ago. Raised ticket twice before. Still same issue.","2024-11-14 09:54:00","Dealer","English","CUST-39213","Food Processing Unit","Jabalpur","Madhya Pradesh","Refrigeration","Modular Cold Room MCR-25","UPI","No","Not Requested","DTDC","20","Re-opened","240","24","No","1","Android Phone","4.2.0","2"
"CMP-2025-000359","Strange whistling sound from indoor unit. Happens when set below 22C. Very irritating during meetings.","2023-06-07 11:53:00","Social Media","Telugu","CUST-88636","Facility Team","Agra","Uttar Pradesh","Light Commercial","Floor Standing 42CF","UPI","No","Not Requested","FedEx","5","Pending Parts","120","2","No","5","Laptop","3.3.5","6"
"CMP-2025-000360","App update 5.1.3 broke everything. Before update all features worked fine. Please rollback or fix.","2024-10-08 18:50:00","Dealer","Kannada","CUST-92223","HVAC Contractor","Jabalpur","Madhya Pradesh","Light Commercial","Carrier VRF X Power 40VYX","UPI","Yes","Pending","Blue Dart","30","Open","5","720","No","1","Tablet","5.2.1","2"
"CMP-2023-000361","I am a loyal Carrier customer since 2015. Never faced such repeated breakdowns. Something is wrong with this new model batch. Highly disappointed.","2024-07-02 07:46:00","Dealer","Kannada","CUST-44141","Warehouse Operator","Coimbatore","Tamil Nadu","Commercial","Fan Coil Unit FCU-200","Credit Card","No","Not Requested","Shadowfax","1","In Progress","300","48","Yes","2","iPhone","4.1.2","2"
"CMP-2023-000362","Smell of refrigerant inside the machine room. Possible gas leak. Evacuation precaution taken. Please send certified technician.","2024-05-13 20:04:00","Web Portal","Hindi","CUST-65038","Cold Storage Operator","Vadodara","Gujarat","Refrigeration","Condensing Unit CR-5HP","Net Banking","Yes","Pending","Delhivery","0","In Progress","90","120","No","1","Tablet","5.1.3","0"
"CMP-2023-000363","Heat rejection from outdoor units is excessive. Adjacent areas are getting very hot. Ventilation design issue or unit fault? Need resolution within 24 hours.","2025-02-18 04:13:00","Walk-in","English","CUST-38437","Supermarket","Vadodara","Gujarat","Light Commercial","Ducted 40RUQ","Debit Card","No","Not Requested","Delhivery","10","Closed","360","24","Yes","5","Windows Tablet","5.1.3","3"
"CMP-2024-000364","Warranty document says 5 years comprehensive. Your service team is claiming 1 year. Please clarify and honour the warranty.","2024-08-20 18:19:00","WhatsApp","English","CUST-73941","Pharma Company","Aurangabad","Maharashtra","Refrigeration","Evaporator Unit EU-5000","NEFT","Yes","Under Review","DTDC","25","Pending Parts","25","720","No","5","Windows Tablet","3.2.1","1"
"CMP-2023-000365","Compressor overheating alarm triggered 4 times today. Auto shutdown occurring every 2 hours. Entire cold storage at risk.","2023-07-04 10:27:00","WhatsApp","English","CUST-42154","Office Admin","Indore","Madhya Pradesh","Air Purifiers","Air One AO-100","Net Banking","Yes","Pending","Blue Dart","15","Open","15","96","No","1","Tablet","4.2.0","2"
"CMP-2025-000366","Gas leakage from the indoor unit. There is an oily stain near copper pipe joints. Very concerning.","2024-08-10 20:26:00","SMS","Telugu","CUST-67043","Facility Team","Vadodara","Gujarat","Light Commercial","Ducted 40RUQ","Credit Card","No","Not Requested","Mahindra Logistics","0","Closed","240","6","Yes","1","iPhone","2.9.8","4"
"CMP-2025-000367","Freezer unit stopped working last night. Fish stock worth Rs 3 lakh completely spoiled. Carrier will be held responsible.","2024-02-17 01:57:00","Social Media","Hinglish","CUST-15127","Facility Team","Madurai","Tamil Nadu","Commercial","Air Handler AHU-5000","Cash","Yes","Processed","Amazon Logistics","10","Pending Customer","30","120","No","1","Tablet","4.2.0","0"
"CMP-2025-000368","Compressor seized. Cold room temperature rising. We have Rs 15 lakh worth of pharmaceutical stock inside. URGENT. Escalating to consumer forum if not resolved by tomorrow.","2023-02-18 00:08:00","Phone","English","CUST-67105","Restaurant Owner","Surat","Gujarat","Commercial","Fan Coil Unit FCU-400","RTGS","No","Not Requested","Blue Dart","0","Closed","60","2","Yes","1","Desktop","3.2.1","2"
"CMP-2024-000369","Support agent was dismissive and rude. Did not let me complete my complaint. Terrible customer experience. Will share on social media if no action.","2023-06-01 18:56:00","Dealer","Hindi","CUST-68560","Hotel","Ghaziabad","Uttar Pradesh","Light Commercial","Floor Standing 42NQ","Cash","Yes","Rejected","Mahindra Logistics","7","In Progress","45","72","No","1","Desktop","5.1.3","2"
"CMP-2025-000370","Commissioning not done properly. Unit was just switched on and technician left. No testing, no parameter setting. Please don't just close the ticket without solving the issue.","2025-04-18 12:12:00","Service Center","English","CUST-54623","Industrial Facility","Raipur","Chhattisgarh","Air Purifiers","Air One AO-100","Cash","No","Not Requested","Delhivery","1","In Progress","15","36","No","1","Laptop","2.9.8","0"
"CMP-2023-000371","Freezer unit stopped working last night. Fish stock worth Rs 3 lakh completely spoiled. Carrier will be held responsible. Please don't just close the ticket without solving the issue.","2023-04-20 23:07:00","Web Portal","English","CUST-70404","Retail Store","Coimbatore","Tamil Nadu","Commercial","Controls EcoAdvance","EMI","No","Not Requested","Carrier Own Fleet","10","In Progress","720","4","No","2","iPhone","3.3.5","6"
"CMP-2025-000372","Unit delivered without accessories. Remote, drain pipes, all missing. Had to chase dealer for 1 week. Third time raising this complaint.","2023-07-18 09:12:00","Dealer","English","CUST-87863","HVAC Contractor","Ghaziabad","Uttar Pradesh","Refrigeration","Evaporator Unit EU-3000","Cheque","Yes","Partially Processed","Blue Dart","7","In Progress","30","6","Yes","1","Tablet","4.1.2","2"
"CMP-2023-000373","Waiting for spare parts for 35 days. Technician has identified fault. Parts stuck in warehouse apparently. No timeline given. This is absolutely ridiculous!!!","2024-05-22 06:10:00","Web Portal","English","CUST-93479","Maintenance Manager","Vijayawada","Andhra Pradesh","Air Purifiers","OptiClean OC-800","Credit Card","Yes","Approved","Rivigo","0","Closed","240","168","No","2","Desktop","2.8.5","0"
"CMP-2023-000374","The app freezes on the scheduling screen. Cannot set timings remotely anymore. Very inconvenient. This is absolutely ridiculous!!!","2023-03-20 05:43:00","Email","Hinglish","CUST-56156","IT Park","Raipur","Chhattisgarh","Commercial","Controls EcoAdvance","UPI","No","Not Requested","DTDC","0","Open","1440","72","No","3","Tablet","5.1.3","1"
