complaint_id,complaint_text,complaint_date,complaint_source,complaint_language,customer_id,customer_type,city,state,product_category,product_name,payment_method,refund_requested,refund_status,delivery_partner,delivery_delay_days,complaint_status,first_response_time_minutes,resolution_time_hours,escalation_required,customer_feedback_rating,device_type,app_version,previous_complaints_count
C00098,"Writing this with a lot of frustration and genuine distress. Our Carrier Carlyle 06DR started multiple display case temperatures rising and we have 2344 kg of flowers which is now getting spoiled. This is our entire livelihood. My family depends on this business. I trusted Carrier because everyone said it's a reliable brand. Please, please send someone today. Nobody from your regional office is responding either.",22-02-2022,WhatsApp,English,CUS-84587,HVAC Contractor,Dhanbad,Jharkhand,Screw Compressor Rack,Carrier Carlyle 06DR,NEFT,No,NA,Self-Delivery,10,Resolved,1113,172,No,2,Mobile,NA,1
C00099,Nahi chali yeh wali. Carrier 5F60 mein running continuously without reaching setpoint aaya. Hum ek restaurant chalate hain aur flowers ka nuksaan ho raha hai roz. Aapka helpline uthata hi nahi. Emergency kya hoti hai samajh mein nahi aata kya? Please koi bhejo abhi.,01-03-2023,Service Center,Hindi-English,CUS-37344,Meat Processing Unit,Tiruppur,Tamil Nadu,Condensing Unit,Carrier 5F60,UPI,No,NA,Self-Delivery,18,Closed,660,627,Yes,2,Desktop,NA,0
C00100,"This is absolutely unacceptable!! Our OptiClean OC-UV has been not reducing dust levels for the past 8 days and not a single person from your team has come to fix it. I have called 5 times, each time your team says 'engineer will visit tomorrow'. Nobody comes. We are losing business every single day. If this is not resolved urgently I will have no choice but to approach consumer court and post this everywhere. This is my 2th complaint for same issue!",28-06-2023,Service Center,Hinglish,CUS-61403,Cold Storage Operator,Vijayawada,Andhra Pradesh,OptiClean Purifier,OptiClean OC-UV,Purchase Order,Yes,Approved,Self-Delivery,23,Closed,268,156,No,5,Tablet,NA,6
C00101,"I don't know what else to do. The Klarwind KW-100 has been auto mode not activating for 14 days and we've lost so much already. We are a small family-run business and every day without this equipment working is pushing us further into losses. I've called 11 times, raised tickets, even came to the service center personally. Nothing has worked. Please someone help us.",09-06-2024,Field Engineer,English,CUS-53699,Food Processing Unit,Bilaspur,Chhattisgarh,Klarwind Air Purifier,Klarwind KW-100,Cash,No,NA,Delhivery,11,Resolved,1346,204,No,1,Tablet,NA,7
C00102,Good day. I am registering a formal complaint regarding the Carrier CCN System installed at our premises. The unit started app crashing constantly recently and we require urgent technical assistance. Our operations depend on this equipment functioning reliably. Please send a qualified technician at the earliest and do keep us updated on timelines. Thank you. Job card #405385 already logged.,22-08-2022,Email,English,CUS-16275,Pharmacy,Muzaffarpur,Bihar,Controls,Carrier CCN System,Cheque,Yes,Approved,Delhivery,8,Resolved,69,618,No,2,Phone Call,NA,5
C00103,The Carrier ColdCell 6x8 at our facility is not reaching the target temperature. Our maintenance team has inspected but the issue requires certified Carrier service. Active AMC in place. Please prioritize and confirm visit schedule. 😡 Job card #264112 already logged.,11-07-2023,Phone,English,CUS-86692,Shopping Mall,Dhanbad,Jharkhand,Modular Cold Room,Carrier ColdCell 6x8,EMI,No,NA,Self-Delivery,22,Escalated,425,,Yes,,Desktop,NA,5
C00104,The Air One AO-Pro at our facility is remote pairing failing. Our maintenance team has inspected but the issue requires certified Carrier service. Active AMC in place. Please prioritize and confirm visit schedule. AMC contract active till 2027.,06-04-2024,Web Portal,English,CUS-26926,Brewery,Delhi,Delhi,Air One Purifier,Air One AO-Pro,Credit Card,No,NA,Blue Dart,25,Closed,193,348,Yes,4,Desktop,NA,7
C00105,Congratulations Carrier! Your Carrier BACnet Controller managed to start app crashing constantly in just 9 months. Quite an achievement. And the support team is equally impressive - they have promised a callback 3 times now and each time they deliver on that promise by never calling. Outstanding work all around.,12-03-2024,Email,English,CUS-37172,Hotel,Salem,Tamil Nadu,Controls,Carrier BACnet Controller,Purchase Order,Yes,Rejected,FedEx,17,Resolved,496,554,Yes,3,NA,NA,6
C00106,"Hello, I would like to follow up on my earlier service request regarding our Carrier 39HQ. The unit has been airflow dropped significantly and while a technician visited 6 days ago, the issue recurred shortly after. We operate a Retail Store and this is affecting our day-to-day operations. A swift resolution would be greatly appreciated. Regards. 😡",14-01-2024,Phone,English,CUS-60713,Retail Store,Ahmedabad,Gujarat,Commercial Air Handler,Carrier 39HQ,Purchase Order,No,NA,Self-Delivery,15,Closed,548,555,No,4,NA,NA,5
C00107,Nahi chali yeh wali. Klarwind KW-500 mein HEPA filter clogged within 2 months aaya. Hum ek restaurant chalate hain aur confectionery ka nuksaan ho raha hai roz. Aapka helpline uthata hi nahi. Emergency kya hoti hai samajh mein nahi aata kya? Please koi bhejo abhi. ???,30-09-2023,Phone,Hindi-English,CUS-33981,Ice Cream Parlour,Faridabad,Haryana,Klarwind Air Purifier,Klarwind KW-500,Cash,No,NA,Self-Delivery,6,Closed,1089,296,No,3,Tablet,NA,5
C00108,The Carrier EC-750 at our facility is uneven temperature distribution in cold room. Our maintenance team has inspected but the issue requires certified Carrier service. Active AMC in place. Please prioritize and confirm visit schedule.,06-12-2022,Phone,English,CUS-80033,Office Building,Tiruppur,Tamil Nadu,Evaporator Unit,Carrier EC-750,Cheque,Yes,Rejected,Delhivery,2,In Progress,1141,,No,,Tablet,NA,7
C00109,"Yaar ek dum mast service di aapne! Carrier ModuCold 10x10 ka compressor gaya, 18 din se wall panel gap allowing warm air inside chal raha hai. Complaint number 101414 hai mere paas. Koi action nahi. Zyada patience nahi hai ab. Ya toh theek karo ya paisa waapis karo.",23-02-2023,Service Center,Hindi-English,CUS-65876,Facility Manager,Bengaluru,Karnataka,Modular Cold Room,Carrier ModuCold 10x10,UPI,No,NA,Delhivery,17,Closed,678,566,Yes,2,Phone Call,NA,4
C00110,"Wow, what a premium experience this has been. Spent ₹60,000 on the Carrier InvCU-5TR and it's already loud noise from compressor area. Your customer support put me on hold for 40 minutes and then disconnected. Truly five-star service. Really makes a customer feel valued.",11-05-2022,WhatsApp,English,CUS-78965,Industrial Unit,Bikaner,Rajasthan,Inverter Condensing Unit,Carrier InvCU-5TR,Cheque,Yes,Rejected,FedEx,9,Escalated,1439,,Yes,,Mobile,NA,7
C00111,"Hello, I would like to follow up on my earlier service request regarding our Carrier Greencase Display. The unit has been glass doors fogging up completely and while a technician visited 13 days ago, the issue recurred shortly after. We operate a Shopping Mall and this is affecting our day-to-day operations. A swift resolution would be greatly appreciated. Regards.",07-04-2022,App,English,CUS-54482,Shopping Mall,Bhopal,Madhya Pradesh,Supermarket Refrigeration,Carrier Greencase Display,NEFT,No,NA,DTDC,4,Resolved,1230,578,No,2,Mobile,3.3.8,7
C00112,URGENT - PLEASE READ IMMEDIATELY. Our Carrier 39L Series has been fan belt snapped since last night. We operate a cold storage and currently have 1477 kg of confectionery at risk. Temperature has already risen to 11°C inside. Every hour without cooling is causing massive losses. Please send an emergency technician RIGHT NOW. This cannot wait for a scheduled visit.,12-02-2024,WhatsApp,English,CUS-20943,Hotel,Kanpur,Uttar Pradesh,Commercial Air Handler,Carrier 39L Series,Purchase Order,No,NA,DTDC,15,Closed,552,561,No,5,Mobile,NA,6
C00113,"You people took ₹45,000 from us and your Carrier ModuCold 10x10 cannot even function properly for 10 months!! It has been condensation forming on ceiling and your so-called support team keeps giving excuses. Done waiting. I want a full refund or brand new replacement. Not interested in any more repairs.",23-06-2023,Email,English,CUS-50888,Hotel,Jamshedpur,Jharkhand,Modular Cold Room,Carrier ModuCold 10x10,EMI,No,NA,FedEx,16,Open,1126,,No,,NA,NA,1
C00114,Nahi chali yeh wali. Carrier BACnet Controller mein app crashing constantly aaya. Hum ek restaurant chalate hain aur flowers ka nuksaan ho raha hai roz. Aapka helpline uthata hi nahi. Emergency kya hoti hai samajh mein nahi aata kya? Please koi bhejo abhi.,11-06-2024,Email,Hinglish,CUS-15001,Data Center,Anand,Gujarat,Controls,Carrier BACnet Controller,Cheque,Yes,Approved,Delhivery,19,Resolved,253,516,No,3,Tablet,NA,3
C00115,Complaint regarding Klarwind KW-500: unit has been HEPA filter clogged within 2 months. Job card 770148 already raised. Requesting immediate technical support as business operations are directly impacted. Please assign a senior engineer.,23-05-2024,Field Engineer,English,CUS-28358,Textile Factory,Aurangabad,Maharashtra,Klarwind Air Purifier,Klarwind KW-500,Cash,No,NA,Self-Delivery,7,Escalated,139,,Yes,,NA,NA,3
C00116,"Oh absolutely FANTASTIC service as always! The Carrier CCN System has been sensor giving incorrect readings for 15 days now. Your team promised a visit in 24 hours - that was 3 weeks ago. I'm sure the engineer is just taking a very long scenic route to our location. 10 out of 10, would absolutely not recommend. AMC contract active till 2027.",30-11-2023,App,English,CUS-17322,Diagnostic Laboratory,Ahmedabad,Gujarat,Controls,Carrier CCN System,Credit Card,No,NA,Self-Delivery,4,Escalated,722,,Yes,,Mobile,2.7.6,3
C00117,"Yaar ek dum mast service di aapne! Carrier 50XC Floor Stand ka compressor gaya, 7 din se making a grinding noise chal raha hai. Complaint number 370655 hai mere paas. Koi action nahi. Zyada patience nahi hai ab. Ya toh theek karo ya paisa waapis karo.",15-08-2022,App,Hinglish,CUS-29700,HVAC Contractor,Silchar,Assam,Floor Standing AC,Carrier 50XC Floor Stand,EMI,Yes,Approved,Delhivery,10,In Progress,629,,No,,Mobile,3.1.0,3
C00118,"Wow, what a premium experience this has been. Spent ₹35,000 on the Carrier Emperia 4-Way and it's already blade motor stopped working. Your customer support put me on hold for 40 minutes and then disconnected. Truly five-star service. Really makes a customer feel valued.",09-07-2022,Phone,English,CUS-77474,Dairy Plant,Durgapur,West Bengal,Cassette AC,Carrier Emperia 4-Way,Credit Card,Yes,Approved,DTDC,9,Closed,867,238,No,4,Desktop,NA,3
C00119,Good day. I am registering a formal complaint regarding the Carrier AHU 30RB installed at our premises. The unit started not starting recently and we require urgent technical assistance. Our operations depend on this equipment functioning reliably. Please send a qualified technician at the earliest and do keep us updated on timelines. Thank you.,26-06-2024,Web Portal,English,CUS-87886,Warehouse,Pune,Maharashtra,Commercial Air Handler,Carrier AHU 30RB,UPI,No,NA,FedEx,20,Closed,179,164,No,4,Desktop,NA,2
C00120,"Oh absolutely FANTASTIC service as always! The Carrier 38AKS has been suction pressure too low for 20 days now. Your team promised a visit in 24 hours - that was 4 weeks ago. I'm sure the engineer is just taking a very long scenic route to our location. 10 out of 10, would absolutely not recommend. !!!",22-04-2023,WhatsApp,English,CUS-43801,Retail Store,Dehradun,Uttarakhand,Condensing Unit,Carrier 38AKS,EMI,No,NA,DTDC,15,Closed,1080,626,No,2,Mobile,NA,6
C00121,Formal complaint: Air One AO-Mini installed 15 months ago is now air quality not improving despite running all day. Warranty is still valid. Requesting warranty repair at the earliest. Please confirm receipt of this complaint. Job card #110029 already logged.,25-08-2022,Email,Hindi-English,CUS-27215,Supermarket,Bhilai,Chhattisgarh,Air One Purifier,Air One AO-Mini,Purchase Order,No,NA,NA,0,Escalated,1169,,Yes,,Phone Call,NA,6
C00122,"I don't know what else to do. The OptiClean OC-800 has been replacement filters not available for 3 days and we've lost so much already. We are a small family-run business and every day without this equipment working is pushing us further into losses. I've called 12 times, raised tickets, even came to the service center personally. Nothing has worked. Please someone help us. Job card #168156 already logged.",30-01-2024,Service Center,English,CUS-40848,Hospital,Nagpur,Maharashtra,OptiClean Purifier,OptiClean OC-800,Purchase Order,No,NA,Blue Dart,10,Resolved,431,114,No,1,Tablet,NA,7
C00123,"Congratulations Carrier! Your Carrier BlastCool Evap managed to start defrost heater element failed in just 12 months. Quite an achievement. And the support team is equally impressive - they have promised a callback 4 times now and each time they deliver on that promise by never calling. Outstanding work all around. ??? Spare part ordered 14 days ago, still not received.",02-03-2023,Web Portal,English,CUS-96878,Hotel,Jamshedpur,Jharkhand,Evaporator Unit,Carrier BlastCool Evap,Cheque,No,NA,Delhivery,11,Escalated,129,,Yes,,Desktop,NA,3
C00124,I'm honestly at a breaking point. We spent everything we had on this Carrier 19XR and now it's shutting down randomly. The technician visits have not solved anything and your support team seems to have no urgency about this at all. We are hemorrhaging money every single day. I'm requesting you as a human being - please help us resolve this. This is my 4th complaint for same issue!,12-04-2023,WhatsApp,English,CUS-22662,Data Center,Rajkot,Gujarat,Chiller/Heat Pump,Carrier 19XR,NEFT,Yes,Pending,NA,0,In Progress,203,,No,,Mobile,NA,4
C00125,"I am completely fed up with your service. The Carrier ReFlex SM Series was installed just 12 months ago and it has already started compressor noise from display case. Your technician came once, spent 20 minutes, said he will arrange a part, and vanished. That was 4 weeks ago. No call, no update. Is this how Carrier treats its customers?? We paid full amount and this is what we get in return???",02-11-2023,Web Portal,English,CUS-67896,Flower Shop,Indore,Madhya Pradesh,Supermarket Refrigeration,Carrier ReFlex SM Series,EMI,No,NA,Delhivery,10,In Progress,1311,,No,,Desktop,NA,6
C00126,Third time I am raising a complaint for the exact same problem. The Carrier 38QUS is zone damper jammed AGAIN. After the first repair your team said it's fixed permanently. Then second time same story. Now it's back again. Your engineers clearly don't know what they are doing or don't care. I want a complete unit replacement NOW. This is my 3th complaint for same issue!,31-07-2024,Field Engineer,Hinglish,CUS-66258,Textile Factory,Kanpur,Uttar Pradesh,Ducted AC,Carrier 38QUS,Credit Card,No,NA,DTDC,13,Closed,1437,23,No,5,NA,NA,4
C00127,Following up on complaint for Carrier 42BJ which is cooling stopped. Response time so far has exceeded SLA. Please update on spare part availability and engineer visit schedule. Operations are being impacted.,18-08-2023,Web Portal,English,CUS-28834,Supermarket,Visakhapatnam,Andhra Pradesh,Fan Coil Unit,Carrier 42BJ,NEFT,No,NA,NA,0,Escalated,958,,Yes,,Desktop,NA,3
C00128,"You people took ₹35,000 from us and your Carrier 39L Series cannot even function properly for 12 months!! It has been fresh air damper got stuck and your so-called support team keeps giving excuses. Done waiting. I want a full refund or brand new replacement. Not interested in any more repairs.",24-07-2022,Web Portal,English,CUS-96750,Shopping Mall,Chennai,Tamil Nadu,Commercial Air Handler,Carrier 39L Series,Cheque,No,NA,FedEx,6,Escalated,1339,,Yes,,Desktop,NA,0
C00129,"EMERGENCY complaint - Carrier BlastCool Evap is defrost cycle not initiating. We have a full load of meat in storage. If cooling is not restored within the next few hours everything will be lost. I have been trying to reach your emergency helpline but nobody is picking up. This is a critical situation, please treat it as one!!!",18-06-2022,Service Center,English,CUS-12872,Textile Factory,Secunderabad,Telangana,Evaporator Unit,Carrier BlastCool Evap,Cheque,No,NA,NA,0,Resolved,188,306,No,1,Phone Call,NA,6
C00130,The OptiClean OC-HEPA Plus at our facility is display arrived cracked. Our maintenance team has inspected but the issue requires certified Carrier service. Active AMC in place. Please prioritize and confirm visit schedule.,07-07-2023,App,English,CUS-45448,Bakery,Anand,Gujarat,OptiClean Purifier,OptiClean OC-HEPA Plus,Credit Card,No,NA,DTDC,24,Escalated,1133,,Yes,,Mobile,3.3.4,2
C00131,Complaint regarding Klarwind KW-100: unit has been stopped working suddenly. Job card 695166 already raised. Requesting immediate technical support as business operations are directly impacted. Please assign a senior engineer.,08-06-2023,App,English,CUS-75954,Flower Shop,Bhilai,Chhattisgarh,Klarwind Air Purifier,Klarwind KW-100,Cash,Yes,Rejected,FedEx,17,In Progress,723,,No,,Mobile,2.4.9,5
C00132,"Bhai yaar sun lo, Carrier ReFlex SM Series ka kya haal kar diya hai. 5 din se compressor noise from display case ki problem chal rahi hai aur koi sunne wala nahi. 12 baar call kiya service pe, har baar same answer - 'sir kal aayenge'. Kal kabhi aata hi nahi. Paisa le liya, kaam kuch nahi. Bahut hi bekar experience hai. Job card #819361 already logged.",19-11-2024,Service Center,Hinglish,CUS-24790,Textile Factory,Dibrugarh,Assam,Supermarket Refrigeration,Carrier ReFlex SM Series,UPI,No,NA,DTDC,15,Resolved,1269,200,No,1,Phone Call,NA,7
C00133,"WHAT IS HAPPENING WITH YOUR SERVICE??? The Carrier 30XA is leaking refrigerant. I registered complaint #912069 and it has been 20 days. No update, no visit, no call. Your customer care just puts me on hold and transfers the call. DISGUSTING. I will escalate this to the highest level possible.",05-01-2022,App,English,CUS-83405,Textile Factory,Surat,Gujarat,Chiller/Heat Pump,Carrier 30XA,Credit Card,No,NA,Blue Dart,4,Resolved,376,665,No,5,Mobile,2.4.7,1
C00134,"Wow, what a premium experience this has been. Spent ₹45,000 on the Carrier ColdCell 6x8 and it's already temperature fluctuating and causing food spoilage. Your customer support put me on hold for 40 minutes and then disconnected. Truly five-star service. Really makes a customer feel valued.",27-09-2024,App,English,CUS-56044,Diagnostic Laboratory,Visakhapatnam,Andhra Pradesh,Modular Cold Room,Carrier ColdCell 6x8,UPI,No,NA,Self-Delivery,2,Closed,1338,455,Yes,2,Mobile,4.6.9,6
C00135,Complaint regarding Klarwind KW-Pro: unit has been fan speed not changing. Job card 768416 already raised. Requesting immediate technical support as business operations are directly impacted. Please assign a senior engineer.,03-01-2024,Field Engineer,Hindi-English,CUS-93611,Food Processing Unit,Amritsar,Punjab,Klarwind Air Purifier,Klarwind KW-Pro,Purchase Order,No,NA,FedEx,9,Closed,1403,640,No,3,Phone Call,NA,4
C00136,Following up on complaint for Carrier 42KCES which is rattling sound at high speed. Response time so far has exceeded SLA. Please update on spare part availability and engineer visit schedule. Operations are being impacted. AMC contract active till 2027.,08-02-2024,App,Hindi-English,CUS-87520,Cold Storage Operator,Trichy,Tamil Nadu,Cassette AC,Carrier 42KCES,Credit Card,No,NA,NA,0,Resolved,1033,595,No,1,Mobile,2.5.6,4
C00137,URGENT - PLEASE READ IMMEDIATELY. Our Air One AO-Pro has been showing E2 error on display since last night. We operate a flower market and currently have 1716 kg of meat at risk. Temperature has already risen to 22°C inside. Every hour without cooling is causing massive losses. Please send an emergency technician RIGHT NOW. This cannot wait for a scheduled visit.,14-09-2023,Web Portal,English,CUS-70647,Facility Manager,Bengaluru,Karnataka,Air One Purifier,Air One AO-Pro,Credit Card,Yes,Approved,Delhivery,14,Open,424,,No,,Desktop,NA,2
C00138,Service escalation for Air One AO-360: remote pairing failing. This is the second occurrence in 6 months. Previous job card details available. Requesting escalation to resolve root cause rather than temporary fix.,18-05-2023,WhatsApp,English,CUS-87123,Ice Cream Parlour,Kochi,Kerala,Air One Purifier,Air One AO-360,UPI,Yes,Rejected,Delhivery,19,In Progress,171,,No,,Mobile,NA,8
C00139,"To Whom It May Concern, we installed the Carrier 39NQ approximately 3 months ago and have recently encountered the issue of fresh air damper got stuck. Despite a technician visit, the problem has not been resolved. We would be grateful if this could be escalated to ensure a permanent fix. We continue to have faith in the Carrier brand and hope for a prompt response.",16-07-2024,App,Hindi-English,CUS-10897,Brewery,Nagpur,Maharashtra,Commercial Air Handler,Carrier 39NQ,Cash,No,NA,NA,0,Resolved,1168,682,No,1,Mobile,3.2.8,1
C00140,"Hello, I would like to follow up on my earlier service request regarding our OptiClean OC-HEPA Plus. The unit has been not reducing dust levels and while a technician visited 6 days ago, the issue recurred shortly after. We operate a Dairy Plant and this is affecting our day-to-day operations. A swift resolution would be greatly appreciated. Regards.",23-01-2024,Web Portal,English,CUS-72964,Dairy Plant,Shivamogga,Karnataka,OptiClean Purifier,OptiClean OC-HEPA Plus,Cheque,Yes,Rejected,Delhivery,2,In Progress,756,,No,,Desktop,NA,5
C00141,"You people took ₹200,000 from us and your Carrier 06T Rack cannot even function properly for 9 months!! It has been excessive vibration from compressor and your so-called support team keeps giving excuses. Done waiting. I want a full refund or brand new replacement. Not interested in any more repairs. Nobody from your regional office is responding either.",06-11-2023,Service Center,English,CUS-54666,HVAC Contractor,Ranchi,Jharkhand,Screw Compressor Rack,Carrier 06T Rack,EMI,No,NA,Delhivery,16,Closed,155,107,Yes,4,NA,NA,7
C00142,"I am writing with a heavy heart because I genuinely believed in the Carrier brand. We invested significantly in the Carrier 30RBS expecting reliable performance. But the unit has been condenser fan stopped for 20 days now, and despite two service visits the problem keeps returning. We expected so much better from a brand of this stature. Job card #790948 already logged. AMC contract active till 2025.",08-06-2024,Phone,Hinglish,CUS-45550,Bakery,Secunderabad,Telangana,Chiller/Heat Pump,Carrier 30RBS,NEFT,No,NA,FedEx,3,Escalated,1178,,Yes,,Desktop,NA,3
C00143,Following up on complaint for Carrier Emperia 4-Way which is drainage blocked. Response time so far has exceeded SLA. Please update on spare part availability and engineer visit schedule. Operations are being impacted.,01-09-2023,WhatsApp,Hinglish,CUS-59966,Pharmacy,Bhubaneswar,Odisha,Cassette AC,Carrier Emperia 4-Way,EMI,Yes,Rejected,NA,0,Escalated,1329,,Yes,,Mobile,NA,0
C00144,"I am completely fed up with your service. The Carrier 5TR Floor Mount was installed just 12 months ago and it has already started thermostat disconnected. Your technician came once, spent 20 minutes, said he will arrange a part, and vanished. That was 1 weeks ago. No call, no update. Is this how Carrier treats its customers?? We paid full amount and this is what we get in return??? 😤 Spare part ordered 38 days ago, still not received.",04-05-2022,Phone,English,CUS-20047,Meat Processing Unit,Dibrugarh,Assam,Floor Standing AC,Carrier 5TR Floor Mount,Purchase Order,No,NA,Self-Delivery,9,Resolved,673,3,Yes,1,Phone Call,NA,7
C00145,I'm honestly at a breaking point. We spent everything we had on this Carrier ModuCold 10x10 and now it's internal lighting failed. The technician visits have not solved anything and your support team seems to have no urgency about this at all. We are hemorrhaging money every single day. I'm requesting you as a human being - please help us resolve this.,29-08-2023,App,English,CUS-38817,Brewery,Bhopal,Madhya Pradesh,Modular Cold Room,Carrier ModuCold 10x10,EMI,Yes,Rejected,FedEx,11,Closed,263,111,No,4,Mobile,2.8.9,6
C00146,I don't usually write long complaints but I have to say this experience has been disheartening. The Air One AO-Mini started carbon filter not reducing odors just 3 months after installation. The spare part that was supposed to arrive in 7 days has still not come after 18 days. We are just left waiting with no clear timeline. Nobody from your regional office is responding either.,07-04-2024,WhatsApp,Hindi-English,CUS-99838,Meat Processing Unit,Ahmedabad,Gujarat,Air One Purifier,Air One AO-Mini,Cash,Yes,Pending,Delhivery,3,In Progress,350,,No,,Mobile,NA,3
C00147,"When we chose Carrier we thought we were choosing reliability and strong after-sales support. Unfortunately that's not been our experience. The Carrier 5F60 is overheating and tripping on thermal protector and has been for 3 weeks. Multiple calls and one failed service visit later, we still have the same problem. Very disappointing.",20-07-2023,App,Hindi-English,CUS-81077,Retail Store,Ahmedabad,Gujarat,Condensing Unit,Carrier 5F60,NEFT,No,NA,Self-Delivery,12,In Progress,1325,,No,,Mobile,2.1.6,5
C00148,"Writing this with a lot of frustration and genuine distress. Our Carrier InvCU-7.5TR started tripping on overload and we have 507 kg of confectionery which is now getting spoiled. This is our entire livelihood. My family depends on this business. I trusted Carrier because everyone said it's a reliable brand. Please, please send someone today. Job card #850134 already logged. AMC contract active till 2025.",21-03-2024,Phone,English,CUS-99439,HVAC Contractor,Srinagar,Jammu & Kashmir,Inverter Condensing Unit,Carrier InvCU-7.5TR,Credit Card,No,NA,Delhivery,10,Open,902,,No,,Desktop,NA,2
C00149,"This is absolutely unacceptable!! Our OptiClean OC-800 has been replacement filters not available for the past 16 days and not a single person from your team has come to fix it. I have called 9 times, each time your team says 'engineer will visit tomorrow'. Nobody comes. We are losing business every single day. If this is not resolved urgently I will have no choice but to approach consumer court and post this everywhere. 🙏🏻",29-05-2022,Web Portal,Hinglish,CUS-73657,Data Center,Thrissur,Kerala,OptiClean Purifier,OptiClean OC-800,NEFT,No,NA,FedEx,7,In Progress,1253,,No,,Desktop,NA,7
C00150,"I am writing with a heavy heart because I genuinely believed in the Carrier brand. We invested significantly in the Carrier Screw Pack 20TR expecting reliable performance. But the unit has been excessive vibration from compressor for 5 days now, and despite two service visits the problem keeps returning. We expected so much better from a brand of this stature. ??? Job card #127783 already logged.",23-08-2022,Phone,English,CUS-17095,Hospital,Dibrugarh,Assam,Screw Compressor Rack,Carrier Screw Pack 20TR,EMI,Yes,Rejected,DTDC,17,Open,1324,,No,,NA,NA,6
C00151,Quite disappointed with the experience so far. The OptiClean OC-800 has been fan making grinding noise and the service response has been painfully slow. We have an AMC with your company but it doesn't seem to make any difference. The technician who came was not familiar with this model and couldn't resolve the issue. We hope someone senior can take this up.,31-10-2023,WhatsApp,English,CUS-64922,Bakery,Faridabad,Haryana,OptiClean Purifier,OptiClean OC-800,UPI,No,NA,Blue Dart,4,Open,78,,No,,Mobile,NA,4
C00152,Quite disappointed with the experience so far. The Carrier 5TR Floor Mount has been thermostat disconnected and the service response has been painfully slow. We have an AMC with your company but it doesn't seem to make any difference. The technician who came was not familiar with this model and couldn't resolve the issue. We hope someone senior can take this up.,12-10-2024,WhatsApp,Hindi-English,CUS-68276,Cold Storage Operator,Pune,Maharashtra,Floor Standing AC,Carrier 5TR Floor Mount,Cheque,Yes,Pending,DTDC,8,Closed,999,712,Yes,2,Mobile,NA,5
C00153,URGENT - PLEASE READ IMMEDIATELY. Our Carrier EB-500 Evaporator has been defrost heater element failed since last night. We operate a flower market and currently have 195 kg of meat at risk. Temperature has already risen to 23°C inside. Every hour without cooling is causing massive losses. Please send an emergency technician RIGHT NOW. This cannot wait for a scheduled visit.,04-05-2022,App,English,CUS-94494,Facility Manager,Thrissur,Kerala,Evaporator Unit,Carrier EB-500 Evaporator,EMI,No,NA,Blue Dart,8,Open,51,,Yes,,Mobile,2.8.8,0
C00154,"When we chose Carrier we thought we were choosing reliability and strong after-sales support. Unfortunately that's not been our experience. The Carrier 38AKS is not starting and has been for 4 weeks. Multiple calls and one failed service visit later, we still have the same problem. Very disappointing. Spare part ordered 13 days ago, still not received.",15-07-2024,WhatsApp,Hindi-English,CUS-34738,Industrial Unit,Jamshedpur,Jharkhand,Condensing Unit,Carrier 38AKS,Cheque,No,NA,NA,0,Resolved,515,699,No,5,Mobile,NA,3
C00155,Good day. I am registering a formal complaint regarding the Carrier ModuCold 15x20 installed at our premises. The unit started condensation forming on ceiling recently and we require urgent technical assistance. Our operations depend on this equipment functioning reliably. Please send a qualified technician at the earliest and do keep us updated on timelines. Thank you.,17-06-2022,Phone,Hindi-English,CUS-30351,Ice Cream Parlour,Mangaluru,Karnataka,Modular Cold Room,Carrier ModuCold 15x20,EMI,No,NA,Self-Delivery,17,Escalated,88,,Yes,,Tablet,NA,3
C00156,"This is absolutely unacceptable!! Our Air One AO-360 has been no indicator lights at all for the past 16 days and not a single person from your team has come to fix it. I have called 5 times, each time your team says 'engineer will visit tomorrow'. Nobody comes. We are losing business every single day. If this is not resolved urgently I will have no choice but to approach consumer court and post this everywhere.",26-01-2024,Phone,English,CUS-59018,Warehouse,Amritsar,Punjab,Air One Purifier,Air One AO-360,UPI,No,NA,FedEx,17,Resolved,1234,90,Yes,1,Desktop,NA,7
C00157,"I am completely fed up with your service. The Klarwind KW-500 was installed just 2 months ago and it has already started auto mode not activating. Your technician came once, spent 20 minutes, said he will arrange a part, and vanished. That was 1 weeks ago. No call, no update. Is this how Carrier treats its customers?? We paid full amount and this is what we get in return???",01-11-2022,Web Portal,English,CUS-62082,Retail Store,Gandhinagar,Gujarat,Klarwind Air Purifier,Klarwind KW-500,Purchase Order,Yes,Rejected,NA,0,Escalated,352,,Yes,,Desktop,NA,5
C00158,"WHAT IS HAPPENING WITH YOUR SERVICE??? The Carrier 50XC Floor Stand is thermostat disconnected. I registered complaint #123769 and it has been 19 days. No update, no visit, no call. Your customer care just puts me on hold and transfers the call. DISGUSTING. I will escalate this to the highest level possible.",27-05-2023,Web Portal,English,CUS-37069,Warehouse,Rajkot,Gujarat,Floor Standing AC,Carrier 50XC Floor Stand,Purchase Order,Yes,Rejected,DTDC,17,Closed,509,247,No,5,Desktop,NA,7
C00159,Complaint regarding Carrier 42KCES: unit has been water dripping from cassette onto customer seating. Job card 463734 already raised. Requesting immediate technical support as business operations are directly impacted. Please assign a senior engineer. AMC contract active till 2027.,12-09-2024,App,English,CUS-38821,Meat Processing Unit,Salem,Tamil Nadu,Cassette AC,Carrier 42KCES,Cash,No,NA,Blue Dart,20,Escalated,269,,Yes,,Mobile,2.7.0,4
